full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,company,company_enc,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual
Audi Q5 40 TDI Technology,46.75,2020,19000,17.01,1968.0,188.0,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Audi A4 2.0 TDI,12.9,2013,78000,16.55,1968.0,147.51,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Ford Figo Diesel Titanium,3.0,2011,60000,20.0,1399.0,68.0,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Maruti Wagon R ZXI AMT 1.2BSIV,5.5,2019,7883,21.5,1197.0,81.8,5,Maruti,4.699671932366252,False,True,False,False,False,True,False
Maruti Swift Dzire LDI,3.9,2013,50205,23.4,1248.0,74.0,5,Maruti,4.699671932366252,False,True,True,False,False,False,True
Mahindra Bolero DI AC BSIII,2.6,2008,220000,13.6,2523.0,63.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Tata Tigor 1.05 Revotorq XT,3.95,2017,58000,24.7,1047.0,69.0,5,Tata,4.421740718651131,False,False,True,False,False,False,True
Mahindra Scorpio SLE BSIII,5.5,2012,170000,12.05,2179.0,120.0,8,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Swift Dzire VXI 1.2 BS IV,6.5,2018,15000,22.0,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift DDiS LDI,3.75,2016,71245,28.4,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Tata Manza ELAN Quadrajet BS IV,3.0,2012,20000,21.12,1248.0,88.8,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Toyota Etios VX,4.5,2016,52000,16.78,1496.0,88.73,5,Toyota,11.265205016960472,False,False,False,False,False,True,True
Honda Brio S MT,3.35,2015,61000,19.4,1198.0,86.8,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Kia Seltos GTK,13.0,2019,7000,16.1,1353.0,138.0,5,Kia,17.178733852944873,True,False,False,False,False,True,True
Maruti Alto K10 VXI,3.6,2018,20000,23.95,998.0,67.05,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Celerio ZXI,5.05,2020,8700,21.63,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Alto 800 LXI,3.1,2019,25000,24.7,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai i20 Asta Option BSIV,5.45,2015,42000,18.6,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Mahindra Xylo E4,3.0,2009,120000,14.0,2498.0,112.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Chevrolet Aveo 1.4 LS Limited Edition,2.0,2009,60000,14.4,1399.0,94.0,5,Chevrolet,2.7381398767127534,True,False,False,False,False,True,True
Mahindra Bolero DI,1.5,2006,120000,13.6,2523.0,63.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Baleno Delta 1.2,5.8,2018,50000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Wagon R VXI BS IV,2.5,2011,58000,18.9,998.0,67.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Verna 1.4 VTVT,6.5,2017,36000,17.43,1396.0,105.5,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti SX4 S Cross DDiS 200 Zeta,8.0,2016,80000,23.65,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Audi Q3 2.0 TDI Quattro Premium Plus,14.75,2013,71000,15.73,1968.0,174.33,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Maruti Ertiga VDI,4.1,2018,30000,25.47,1248.0,88.5,7,Maruti,4.699671932366252,True,False,True,False,False,False,True
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,5.31,2015,162828,22.77,1498.0,98.59,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,8.9,2018,7500,23.0,1498.0,98.96,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Tata Safari Storme EX,7.75,2016,47227,14.0,2179.0,138.1,7,Tata,4.421740718651131,False,False,True,False,False,False,True
Maruti Wagon R CNG LXI BSIV,4.35,2018,52000,33.54,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,False,True
Ford Figo Diesel ZXI,1.85,2012,74000,20.0,1399.0,68.05,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Mahindra Bolero 2011-2019 SLX,4.4,2011,47000,15.96,2523.0,62.1,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Hyundai i20 Sportz 1.2,4.5,2015,50000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Baleno Zeta 1.2,6.0,2017,100000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Celerio VXI,3.2,2014,35000,23.1,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai i20 Active 1.4 SX,7.0,2016,50000,21.19,1396.0,88.73,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Ford Aspire 1.2 Ti-VCT Titanium,6.3,2018,10000,18.16,1196.0,86.8,5,Ford,6.252057132401498,True,False,False,False,False,True,True
Maruti Alto 800 VXI Airbag,3.2,2016,10370,22.74,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Honda City V MT,4.65,2013,62000,16.8,1497.0,116.3,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Tata Manza Aura Quadrajet BS IV,2.75,2011,70000,21.12,1248.0,88.8,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Nissan Sunny Diesel XL,3.7,2013,250000,21.64,1461.0,84.8,5,Nissan,4.698757187095724,True,False,True,False,False,False,True
Hyundai i20 Sportz 1.2,5.5,2016,40000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Swift VVT VXI,4.45,2017,60000,22.0,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Tata Safari Storme VX,7.05,2013,67231,14.0,2179.0,138.1,7,Tata,4.421740718651131,False,False,True,False,False,False,True
Maruti Wagon R CNG LXI BSIV,2.7,2013,64000,33.54,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,False,True
Nissan Micra Diesel XV,4.2,2012,142587,23.08,1461.0,63.1,5,Nissan,4.698757187095724,False,False,True,False,False,False,True
Honda City i DTec SV,4.75,2014,63000,26.0,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Toyota Fortuner 4x4 MT,17.55,2015,80000,12.55,2982.0,168.5,7,Toyota,11.265205016960472,True,False,True,False,False,False,True
Honda City 2017-2020 VTEC,3.5,2011,55000,16.9,1497.0,100.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Hyundai i20 2015-2017 Sportz Option 1.2,5.75,2016,11000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Toyota Etios Liva GD,4.66,2016,66000,23.59,1364.0,67.06,5,Toyota,11.265205016960472,False,False,True,False,False,False,True
Renault KWID 1.0 RXT Optional,3.6,2017,17000,23.01,999.0,67.0,5,Renault,4.6202908684705735,True,False,False,False,False,True,True
Maruti Alto 800 VXI Optional,2.75,2017,25000,24.7,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Datsun GO Plus D,3.2,2016,33350,19.44,1198.0,67.0,7,Datsun,3.2553778258484596,True,False,False,False,False,True,True
Maruti Omni 5 Str STD,0.95,2000,45000,14.0,796.0,35.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Grand i10 Magna,3.7,2015,62000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Honda Brio E MT,2.5,2013,30000,19.4,1198.0,86.8,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Maruti Swift Dzire ZXi,2.75,2009,59000,17.5,1298.0,85.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mercedes-Benz GLA AMG 45 4MATIC,19.5,2015,20000,12.33,1991.0,375.48,5,Mercedes-Benz,24.96154654611922,False,False,False,False,False,True,False
Honda City i VTEC V,5.5,2014,86113,17.4,1497.0,117.3,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Toyota Corolla Altis Diesel D4DG,13.25,2016,45000,21.43,1364.0,87.2,5,Toyota,11.265205016960472,False,False,True,False,False,False,True
Maruti Swift Dzire VDI,7.5,2018,10000,28.4,1248.0,74.02,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Nissan Micra XV,2.9,2011,70000,18.06,1198.0,75.0,5,Nissan,4.698757187095724,False,False,False,False,False,True,True
Maruti Wagon R VXI,2.72,2015,92537,20.51,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Ciaz 1.3 Alpha,9.51,2019,27645,28.09,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Alto K10 2010-2014 VXI,2.8,2013,46242,20.92,998.0,67.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Honda City V MT AVN,5.45,2013,70000,16.8,1497.0,116.3,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Renault KWID RXT,4.5,2020,6000,22.3,799.0,53.26,5,Renault,4.6202908684705735,True,False,False,False,False,True,True
Hyundai i20 2015-2017 Magna 1.2,4.8,2017,64000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Mahindra Scorpio 1.99 S10,10.6,2017,93000,15.4,1997.0,120.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Maruti Alto 800 LXI,2.35,2013,26200,22.74,796.0,47.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Baleno Zeta 1.2,5.9,2017,25000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mahindra TUV 300 mHAWK100 T8 Dual Tone,7.5,2017,80000,18.49,1493.0,100.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai Santro AT,0.71,2004,110000,0.0,999.0,5.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,False
Mahindra TUV 300 T4,4.5,2016,70000,18.49,1493.0,100.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,29.5,2018,50000,12.9,2755.0,174.5,7,Toyota,11.265205016960472,False,False,True,False,False,False,False
Hyundai Santro Xing GLS,1.1,2008,80000,17.92,1086.0,62.1,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Mahindra Scorpio M2DI,2.8,2007,110000,13.5,2179.0,115.0,5,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Audi A4 30 TFSI Premium Plus,18.51,2016,55000,17.84,1395.0,147.51,5,Audi,20.16199553166578,False,False,False,False,False,True,False
Honda City i-VTEC S,7.5,2018,25000,17.4,1497.0,117.3,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Hyundai Grand i10 Magna,4.0,2015,36000,18.9,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Swift Dzire ZDI,5.3,2015,40000,26.59,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Mahindra Thar CRDe,8.7,2018,25000,16.55,2498.0,105.0,6,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Renault KWID RXL,2.95,2018,30038,25.17,799.0,53.3,5,Renault,4.6202908684705735,False,False,False,False,False,True,True
Tata Tiago 1.05 Revotorq XE,3.7,2017,53000,27.28,1047.0,69.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Maruti Swift VXI,5.3,2018,5000,21.21,1197.0,81.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Xcent 1.1 CRDi SX Option,6.0,2014,41217,24.4,1120.0,71.0,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Renault KWID Climber 1.0 AMT,3.5,2017,35000,24.04,999.0,67.0,5,Renault,4.6202908684705735,True,False,False,False,False,True,False
Ford Ecosport 1.5 DV5 MT Titanium,4.7,2013,62000,22.7,1498.0,89.84,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Ford Aspire 1.5 TDCi Trend,3.9,2015,42000,25.83,1498.0,99.0,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Ambassador Avigo 2000 DSZ,1.16,2005,120000,13.2,1995.0,56.0,5,Ambassador,1.4569028113247833,True,False,True,False,False,False,True
Mahindra Scorpio S10 7 Seater,9.2,2015,80000,15.4,2179.0,120.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Mahindra XUV500 W8 2WD,5.5,2013,60000,15.1,2179.0,140.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai Verna 1.6 SX,6.35,2014,45000,22.32,1582.0,126.32,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Mahindra XUV500 AT W8 FWD,12.5,2017,50000,16.0,2179.0,140.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,False
Maruti Alto 800 VXI,3.0,2018,12000,24.7,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Honda City i-VTEC CVT V,9.6,2018,12000,18.0,1497.0,117.6,5,Honda,6.041270410937343,True,False,False,False,False,True,False
Maruti Vitara Brezza VDi Option,7.5,2018,15000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Volkswagen Polo Petrol Trendline 1.2L,2.49,2011,63000,16.47,1198.0,73.9,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,True
Tata Hexa XT,14.0,2018,30000,17.6,2179.0,153.86,7,Tata,4.421740718651131,True,False,True,False,False,False,True
Ford Figo Diesel ZXI,2.5,2011,160800,20.0,1399.0,68.0,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Hyundai Verna 1.6 SX,6.1,2014,120000,22.32,1582.0,126.32,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Maruti Zen Estilo VXI BSIII,1.65,2010,62821,18.2,998.0,67.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Ford Ecosport 2015-2021 1.5 Diesel Ambiente,5.45,2016,78247,21.7,1498.0,98.96,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Hyundai Verna 1.6 CRDi EX MT,4.8,2013,113000,22.32,1582.0,126.3,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Hyundai i20 2015-2017 Asta Option 1.2,3.95,2014,52000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Toyota Innova 2.5 G (Diesel) 7 Seater,4.95,2012,109000,12.99,2494.0,100.6,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Ford Figo Aspire Facelift,5.5,2017,15000,0.0,1498.0,99.0,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Hyundai Grand i10 Asta Option,4.7,2017,90000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Tata Indica eXeta eGLX,2.0,2011,35000,16.84,1193.0,64.4,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Skoda Laura 1.9 TDI MT Ambiente,2.8,2010,90000,17.0,1896.0,105.0,5,Skoda,7.535387654134465,True,False,True,False,False,False,True
Chevrolet Aveo 1.4 LS Limited Edition,1.49,2008,62001,14.4,1399.0,94.0,5,Chevrolet,2.7381398767127534,False,False,False,False,False,True,True
Volkswagen Polo Diesel Trendline 1.2L,2.0,2011,98000,22.07,1199.0,73.9,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Hyundai i20 Active 1.4 SX,6.99,2016,20000,21.19,1396.0,88.73,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Toyota Corolla Altis 1.8 G,3.15,2010,57000,14.28,1798.0,138.03,5,Toyota,11.265205016960472,False,False,False,False,False,True,True
Maruti Wagon R VXI,3.4,2014,21717,20.51,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Renault Duster 85PS Diesel RxL,5.0,2014,40000,20.45,1461.0,83.8,5,Renault,4.6202908684705735,True,False,True,False,False,False,True
Honda City i-VTEC ZX,10.5,2017,50000,17.14,1497.0,117.6,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Renault Duster 110PS Diesel RxZ,6.0,2016,90000,19.6,1461.0,108.45,5,Renault,4.6202908684705735,True,False,True,False,False,False,True
Fiat Avventura Urban Cross 1.3 Multijet Active,4.78,2017,90000,20.5,1248.0,91.72,5,Fiat,3.2989729988697767,True,False,True,False,False,False,True
Maruti Swift VXI Optional,4.91,2017,27876,20.4,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Land Rover Discovery Sport Si4 HSE,28.9,2016,56000,12.63,1999.0,177.0,5,Land,33.09187323973597,False,False,False,False,False,True,False
Hyundai i10 Asta,1.6,2008,57215,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai Venue SX Turbo BSIV,9.85,2019,5400,18.27,998.0,118.35,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Swift Dzire VDI,5.0,2014,60000,23.4,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Tata Tiago 1.2 Revotron XT,3.35,2017,24800,23.84,1199.0,84.0,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Maruti Alto LXi BSIII,0.85,2005,70000,19.7,796.0,46.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Honda BRV i-DTEC VX MT,9.5,2016,59450,21.9,1498.0,98.6,7,Honda,6.041270410937343,False,False,True,False,False,False,True
Honda Jazz VX CVT,7.4,2018,20000,17.1,1199.0,88.51,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Tata Indica Vista Terra 1.4 TDI,2.0,2010,90000,17.0,1405.0,71.0,5,Tata,4.421740718651131,True,False,True,False,False,False,True
Maruti Swift VXI,3.75,2013,34553,22.0,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Vitara Brezza VDi,8.1,2018,40000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Volkswagen Polo Petrol Trendline 1.2L,1.73,2010,350000,16.47,1198.0,73.9,5,Volkswagen,5.650061220319048,True,False,False,False,False,True,True
Maruti Vitara Brezza VDi,7.0,2017,50000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Mahindra KUV 100 mFALCON D75 K4,3.1,2016,70000,25.32,1198.0,77.0,6,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Mahindra Scorpio 1.99 S4,8.5,2017,120000,15.4,1997.0,120.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai i20 Era 1.4 CRDi,2.85,2013,90000,22.54,1396.0,88.76,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Maruti Swift Dzire VDI,4.5,2014,120000,23.4,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Hyundai Creta 1.6 CRDi SX,11.0,2017,80000,19.67,1582.0,126.2,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Mahindra Xylo E4 BS IV,3.5,2011,155000,14.0,2498.0,112.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Mahindra Scorpio 1.99 S6 Plus,10.8,2017,30000,15.4,1997.0,120.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Honda City i DTEC V,5.3,2014,66100,26.0,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Maruti Swift Dzire VDI,6.8,2017,50000,28.4,1248.0,74.02,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Mahindra Scorpio 1.99 S4 Plus,10.25,2017,42000,15.4,1997.0,120.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Hyundai i20 1.2 Spotz,6.5,2017,55000,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai i10 Magna,1.94,2012,110699,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Baleno Delta Automatic,6.86,2019,5000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,False
Maruti Alto 800 LXI,2.0,2016,50000,22.74,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift Dzire VXI,2.5,2010,44000,19.1,1197.0,85.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Vitara Brezza VDi Option,7.3,2018,90000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Hyundai Verna 1.6 VTVT SX,6.5,2016,55000,17.01,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Vitara Brezza ZDi Plus Dual Tone,7.9,2017,45000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Baleno Zeta 1.2,6.2,2017,30000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Verna 1.6 VTVT,5.1,2013,50000,17.01,1591.0,121.3,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai Santro Xing XL,1.15,2005,120000,0.0,1086.0,5.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Eeco 5 Seater AC BSIV,3.75,2013,20000,15.37,1196.0,73.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Nissan Terrano XV 110 PS,5.25,2015,69000,19.01,1461.0,108.5,5,Nissan,4.698757187095724,False,False,True,False,False,False,True
